"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"06.03.2024","3.365,18","3.366,97","3.371,46","3.363,93","","-0,05%"
"05.03.2024","3.366,96","3.364,84","3.369,39","3.364,84","","0,06%"
"04.03.2024","3.364,83","3.366,47","3.368,53","3.363,68","","-0,05%"
"01.03.2024","3.366,50","3.359,99","3.367,96","3.359,64","","0,19%"
"29.02.2024","3.360,00","3.343,32","3.360,64","3.343,32","","0,50%"
"28.02.2024","3.343,32","3.346,00","3.349,26","3.339,91","","-0,08%"
"27.02.2024","3.346,00","3.352,02","3.354,39","3.342,76","","-0,18%"
"26.02.2024","3.352,02","3.363,29","3.363,65","3.350,24","","-0,33%"
"23.02.2024","3.363,24","3.354,50","3.363,39","3.354,50","","0,26%"
"22.02.2024","3.354,50","3.356,04","3.360,35","3.353,55","","-0,05%"
"21.02.2024","3.356,04","3.357,63","3.362,20","3.354,76","","-0,05%"
"20.02.2024","3.357,64","3.357,03","3.360,73","3.355,47","","0,02%"
"19.02.2024","3.357,03","3.350,11","3.358,61","3.350,09","","0,21%"
"16.02.2024","3.350,11","3.349,19","3.358,16","3.349,19","","0,03%"
"15.02.2024","3.349,19","3.342,91","3.350,61","3.342,91","","0,19%"
"14.02.2024","3.342,91","3.351,99","3.352,21","3.342,90","","-0,27%"
"09.02.2024","3.351,99","3.339,78","3.354,26","3.339,78","","0,37%"
"08.02.2024","3.339,78","3.340,69","3.346,71","3.339,65","","-0,03%"
"07.02.2024","3.340,69","3.332,48","3.341,37","3.332,48","","0,25%"
"06.02.2024","3.332,48","3.327,93","3.333,96","3.325,67","","0,14%"
"05.02.2024","3.327,93","3.332,90","3.334,40","3.326,21","","-0,15%"
"02.02.2024","3.332,88","3.320,47","3.333,28","3.320,47","","0,37%"
"01.02.2024","3.320,47","3.333,51","3.335,35","3.317,51","","-0,39%"
"31.01.2024","3.333,51","3.327,55","3.334,97","3.327,15","","0,18%"
"30.01.2024","3.327,55","3.329,25","3.331,73","3.325,31","","-0,05%"
"29.01.2024","3.329,25","3.331,58","3.333,20","3.328,42","","-0,07%"
"26.01.2024","3.331,59","3.324,32","3.331,96","3.324,20","","0,22%"
"25.01.2024","3.324,32","3.324,42","3.328,38","3.323,48","","0,00%"
"24.01.2024","3.324,42","3.330,05","3.331,76","3.322,94","","-0,17%"
"23.01.2024","3.330,06","3.334,06","3.335,61","3.326,36","","-0,12%"
"22.01.2024","3.334,06","3.340,16","3.341,03","3.332,58","","-0,18%"
"19.01.2024","3.340,16","3.329,82","3.340,20","3.329,60","","0,31%"
"18.01.2024","3.329,82","3.332,50","3.336,77","3.327,26","","-0,08%"
"17.01.2024","3.332,51","3.334,51","3.338,28","3.330,38","","-0,06%"
"16.01.2024","3.334,51","3.332,16","3.336,84","3.329,81","","0,07%"
"15.01.2024","3.332,17","3.325,70","3.333,99","3.325,70","","0,19%"
"12.01.2024","3.325,70","3.318,09","3.329,10","3.318,09","","0,23%"
"11.01.2024","3.318,09","3.324,85","3.325,63","3.315,46","","-0,20%"
"10.01.2024","3.324,85","3.324,90","3.326,81","3.319,50","","0,00%"
"09.01.2024","3.324,90","3.327,09","3.328,46","3.321,73","","-0,07%"
"08.01.2024","3.327,10","3.324,23","3.328,89","3.324,08","","0,09%"
"05.01.2024","3.324,23","3.320,38","3.327,82","3.320,38","","0,12%"
"04.01.2024","3.320,38","3.324,41","3.326,10","3.318,83","","-0,12%"
"03.01.2024","3.324,41","3.314,09","3.325,70","3.314,09","","0,31%"
"02.01.2024","3.314,09","3.311,45","3.319,72","3.311,45","","0,08%"
"28.12.2023","3.311,43","3.298,60","3.314,39","3.298,60","","0,39%"
"27.12.2023","3.298,60","3.285,40","3.299,42","3.285,40","","0,40%"
"26.12.2023","3.285,40","3.260,50","3.285,74","3.260,48","","0,76%"
"22.12.2023","3.260,47","3.232,47","3.261,88","3.232,47","","0,87%"
"21.12.2023","3.232,47","3.212,55","3.233,21","3.212,55","","0,62%"
"20.12.2023","3.212,55","3.206,77","3.218,06","3.206,77","","0,18%"
"19.12.2023","3.206,75","3.197,51","3.208,11","3.197,51","","0,29%"
"18.12.2023","3.197,51","3.189,62","3.200,00","3.189,62","","0,25%"
"15.12.2023","3.189,62","3.184,22","3.197,87","3.184,22","","0,17%"
"14.12.2023","3.184,23","3.177,06","3.190,33","3.177,06","","0,23%"
"13.12.2023","3.177,05","3.169,67","3.177,09","3.169,67","","0,23%"
"12.12.2023","3.169,67","3.180,99","3.184,26","3.169,40","","-0,36%"
"11.12.2023","3.180,99","3.189,63","3.190,46","3.179,46","","-0,27%"
"08.12.2023","3.189,62","3.179,71","3.189,66","3.179,42","","0,31%"
"07.12.2023","3.179,69","3.191,27","3.194,70","3.178,26","","-0,36%"
"06.12.2023","3.191,27","3.189,91","3.196,06","3.188,90","","0,04%"
"05.12.2023","3.189,90","3.184,55","3.192,12","3.184,55","","0,17%"
"04.12.2023","3.184,55","3.175,07","3.187,09","3.175,07","","0,30%"
"01.12.2023","3.175,08","3.176,56","3.186,06","3.171,34","","-0,05%"
"30.11.2023","3.176,56","3.164,00","3.178,20","3.164,00","","0,40%"
"29.11.2023","3.164,00","3.167,50","3.171,23","3.161,63","","-0,11%"
"28.11.2023","3.167,49","3.159,19","3.170,00","3.159,19","","0,26%"
"27.11.2023","3.159,19","3.174,50","3.180,98","3.158,78","","-0,48%"
"24.11.2023","3.174,49","3.178,48","3.181,69","3.173,57","","-0,13%"
"23.11.2023","3.178,48","3.179,70","3.185,56","3.175,84","","-0,04%"
"22.11.2023","3.179,70","3.191,36","3.195,20","3.178,86","","-0,37%"
"21.11.2023","3.191,36","3.196,44","3.201,21","3.189,03","","-0,16%"
"20.11.2023","3.196,44","3.197,70","3.202,23","3.194,75","","-0,04%"
"17.11.2023","3.197,69","3.191,32","3.197,69","3.191,03","","0,20%"
"16.11.2023","3.191,32","3.184,41","3.192,28","3.184,41","","0,22%"
"14.11.2023","3.184,40","3.180,23","3.184,50","3.180,23","","0,13%"
"13.11.2023","3.180,24","3.182,18","3.187,11","3.178,76","","-0,06%"
"10.11.2023","3.182,18","3.177,75","3.183,96","3.177,75","","0,14%"
"09.11.2023","3.177,75","3.174,22","3.180,16","3.174,22","","0,11%"
"08.11.2023","3.174,22","3.172,96","3.177,27","3.172,70","","0,04%"
"07.11.2023","3.172,96","3.162,81","3.173,02","3.162,81","","0,32%"
"06.11.2023","3.162,81","3.160,39","3.167,97","3.160,39","","0,08%"
"03.11.2023","3.160,39","3.146,95","3.160,69","3.146,95","","0,43%"
"01.11.2023","3.146,95","3.155,69","3.163,99","3.144,18","","-0,28%"
"31.10.2023","3.155,70","3.156,03","3.164,12","3.154,44","","-0,01%"
"30.10.2023","3.156,07","3.155,68","3.163,01","3.153,35","","0,01%"
"27.10.2023","3.155,69","3.141,77","3.155,70","3.141,52","","0,44%"
"26.10.2023","3.141,77","3.150,21","3.153,61","3.140,23","","-0,27%"
"25.10.2023","3.150,21","3.155,53","3.162,40","3.148,27","","-0,17%"
"24.10.2023","3.155,53","3.172,37","3.175,89","3.155,29","","-0,53%"
"23.10.2023","3.172,40","3.168,39","3.173,11","3.168,39","","0,13%"
"20.10.2023","3.168,43","3.164,11","3.171,36","3.163,99","","0,14%"
"19.10.2023","3.164,08","3.173,79","3.176,96","3.163,08","","-0,31%"
"18.10.2023","3.173,80","3.183,18","3.186,61","3.173,62","","-0,29%"
"17.10.2023","3.183,18","3.190,14","3.192,14","3.180,88","","-0,22%"
"16.10.2023","3.190,17","3.192,01","3.194,36","3.187,01","","-0,06%"
"13.10.2023","3.192,01","3.183,77","3.192,47","3.183,77","","0,26%"
"11.10.2023","3.183,77","3.180,26","3.186,53","3.180,24","","0,11%"
"10.10.2023","3.180,39","3.179,35","3.184,10","3.177,77","","0,03%"
"09.10.2023","3.179,35","3.183,21","3.187,12","3.177,74","","-0,12%"
"06.10.2023","3.183,21","3.183,15","3.186,76","3.180,13","","0,00%"
"05.10.2023","3.183,15","3.184,80","3.191,39","3.180,06","","-0,05%"
"04.10.2023","3.184,79","3.195,71","3.199,38","3.184,23","","-0,34%"
"03.10.2023","3.195,72","3.197,09","3.205,35","3.193,24","","-0,04%"
"02.10.2023","3.197,13","3.219,29","3.221,45","3.196,47","","-0,69%"
"29.09.2023","3.219,28","3.193,19","3.221,30","3.193,19","","0,82%"
"28.09.2023","3.193,17","3.193,15","3.199,73","3.190,77","","0,00%"
"27.09.2023","3.193,15","3.199,14","3.203,76","3.190,85","","-0,19%"
"26.09.2023","3.199,14","3.214,28","3.216,54","3.196,86","","-0,47%"
"25.09.2023","3.214,28","3.226,46","3.229,71","3.211,39","","-0,38%"
"22.09.2023","3.226,39","3.224,24","3.231,03","3.224,24","","0,07%"
"21.09.2023","3.224,24","3.224,70","3.230,11","3.221,98","","-0,01%"
"20.09.2023","3.224,70","3.229,52","3.233,45","3.224,02","","-0,15%"
"19.09.2023","3.229,52","3.233,38","3.239,72","3.227,28","","-0,12%"
"18.09.2023","3.233,38","3.234,09","3.235,63","3.228,32","","-0,02%"
"15.09.2023","3.234,06","3.216,40","3.236,57","3.216,40","","0,55%"
"14.09.2023","3.216,40","3.216,15","3.218,11","3.212,02","","0,01%"
"13.09.2023","3.216,18","3.224,87","3.227,12","3.214,23","","-0,27%"
"12.09.2023","3.224,84","3.226,92","3.228,48","3.222,94","","-0,06%"
"11.09.2023","3.226,93","3.240,34","3.240,67","3.226,42","","-0,41%"
"08.09.2023","3.240,33","3.221,89","3.242,90","3.221,89","","0,57%"
"06.09.2023","3.222,02","3.215,78","3.223,55","3.215,78","","0,19%"
"05.09.2023","3.215,79","3.217,63","3.220,47","3.211,60","","-0,06%"
"04.09.2023","3.217,63","3.217,36","3.222,91","3.214,91","","0,01%"
"01.09.2023","3.217,23","3.212,80","3.222,54","3.212,79","","0,14%"
"31.08.2023","3.212,81","3.208,00","3.215,95","3.207,65","","0,15%"
"30.08.2023","3.208,00","3.192,48","3.208,71","3.192,48","","0,49%"
"29.08.2023","3.192,43","3.189,12","3.194,42","3.189,12","","0,10%"
"28.08.2023","3.189,09","3.197,10","3.197,97","3.185,46","","-0,25%"
"25.08.2023","3.197,10","3.190,00","3.197,72","3.190,00","","0,22%"
"24.08.2023","3.190,05","3.189,65","3.192,40","3.186,81","","0,01%"
"23.08.2023","3.189,65","3.195,18","3.198,05","3.187,16","","-0,17%"
"22.08.2023","3.195,17","3.203,22","3.206,84","3.191,80","","-0,25%"
"21.08.2023","3.203,21","3.209,35","3.212,63","3.198,78","","-0,20%"
"18.08.2023","3.209,51","3.206,35","3.211,68","3.203,03","","0,10%"
"17.08.2023","3.206,35","3.212,37","3.215,41","3.204,94","","-0,19%"
"16.08.2023","3.212,37","3.214,54","3.218,74","3.210,13","","-0,07%"
"15.08.2023","3.214,54","3.214,56","3.219,83","3.212,29","","0,00%"
"14.08.2023","3.214,57","3.220,69","3.223,54","3.212,93","","-0,19%"
"11.08.2023","3.220,69","3.213,12","3.220,69","3.213,11","","0,24%"
"10.08.2023","3.213,12","3.212,20","3.217,16","3.211,63","","0,03%"
"09.08.2023","3.212,17","3.216,83","3.219,26","3.209,87","","-0,14%"
"08.08.2023","3.216,83","3.219,44","3.221,75","3.212,52","","-0,08%"
"07.08.2023","3.219,41","3.216,66","3.220,70","3.216,66","","0,09%"
"04.08.2023","3.216,66","3.201,72","3.217,41","3.201,72","","0,47%"
"03.08.2023","3.201,72","3.192,17","3.206,02","3.192,17","","0,30%"
"02.08.2023","3.192,16","3.189,34","3.197,16","3.189,34","","0,09%"
"01.08.2023","3.189,33","3.197,18","3.201,11","3.185,06","","-0,25%"
"31.07.2023","3.197,18","3.181,23","3.197,83","3.181,23","","0,50%"
"28.07.2023","3.181,25","3.173,67","3.181,25","3.173,67","","0,24%"
"27.07.2023","3.173,67","3.174,91","3.181,26","3.171,54","","-0,04%"
"26.07.2023","3.174,92","3.182,86","3.186,51","3.173,63","","-0,25%"
"25.07.2023","3.182,86","3.182,42","3.189,14","3.179,91","","0,01%"
"24.07.2023","3.182,42","3.185,20","3.188,49","3.181,14","","-0,09%"
"21.07.2023","3.185,21","3.173,70","3.185,55","3.173,70","","0,36%"
"20.07.2023","3.173,70","3.174,68","3.179,58","3.171,87","","-0,03%"
"19.07.2023","3.174,68","3.180,00","3.184,17","3.171,29","","-0,17%"
"18.07.2023","3.180,00","3.182,62","3.186,52","3.178,98","","-0,08%"
"17.07.2023","3.182,62","3.184,03","3.188,65","3.180,71","","-0,04%"
"14.07.2023","3.184,03","3.178,31","3.186,51","3.178,31","","0,18%"
"13.07.2023","3.178,31","3.179,87","3.183,46","3.176,75","","-0,05%"
"12.07.2023","3.179,95","3.181,58","3.184,52","3.177,86","","-0,05%"
"11.07.2023","3.181,58","3.181,13","3.187,51","3.179,49","","0,02%"
"10.07.2023","3.181,10","3.190,78","3.192,51","3.181,10","","-0,30%"
"07.07.2023","3.190,78","3.177,22","3.190,78","3.177,22","","0,43%"
"06.07.2023","3.177,21","3.170,77","3.179,27","3.170,77","","0,20%"
"05.07.2023","3.170,77","3.157,49","3.171,50","3.157,49","","0,42%"
"04.07.2023","3.157,36","3.152,12","3.159,53","3.152,11","","0,17%"
"03.07.2023","3.152,07","3.155,32","3.161,87","3.147,99","","-0,10%"
"30.06.2023","3.155,32","3.132,21","3.157,89","3.132,21","","0,74%"
"29.06.2023","3.132,06","3.120,44","3.132,06","3.120,44","","0,37%"
"28.06.2023","3.120,45","3.116,62","3.120,46","3.116,04","","0,12%"
"27.06.2023","3.116,60","3.109,77","3.117,30","3.109,77","","0,22%"
"26.06.2023","3.109,74","3.106,82","3.110,90","3.104,48","","0,09%"
"23.06.2023","3.106,81","3.099,40","3.109,11","3.098,71","","0,24%"
"22.06.2023","3.099,39","3.103,30","3.105,97","3.097,70","","-0,13%"
"21.06.2023","3.103,36","3.097,33","3.105,14","3.097,33","","0,19%"
"20.06.2023","3.097,34","3.093,02","3.102,10","3.093,02","","0,14%"
"19.06.2023","3.093,01","3.082,81","3.093,73","3.082,81","","0,33%"
"16.06.2023","3.082,71","3.064,48","3.082,72","3.064,48","","0,59%"
"15.06.2023","3.064,48","3.056,04","3.065,61","3.056,04","","0,28%"
"14.06.2023","3.056,04","3.051,11","3.056,12","3.050,69","","0,16%"
"13.06.2023","3.051,11","3.047,79","3.052,10","3.047,57","","0,11%"
"12.06.2023","3.047,79","3.046,98","3.051,22","3.044,00","","0,03%"
"09.06.2023","3.046,98","3.038,86","3.047,43","3.036,73","","0,27%"
"07.06.2023","3.038,80","3.034,15","3.043,62","3.034,15","","0,16%"
"06.06.2023","3.034,04","3.034,97","3.038,32","3.032,71","","-0,03%"
"05.06.2023","3.034,95","3.026,89","3.036,05","3.026,89","","0,27%"
"02.06.2023","3.026,89","3.011,49","3.029,85","3.011,49","","0,51%"
"01.06.2023","3.011,49","3.013,46","3.023,26","3.005,89","","-0,07%"
"31.05.2023","3.013,46","3.002,96","3.015,18","3.002,96","","0,35%"
"30.05.2023","3.002,96","3.007,26","3.011,41","3.000,85","","-0,14%"
"29.05.2023","3.007,26","3.007,40","3.009,64","3.003,21","","0,00%"
"26.05.2023","3.007,39","3.003,54","3.010,26","3.003,54","","0,13%"
"25.05.2023","3.003,53","2.996,19","3.005,81","2.996,19","","0,25%"
"24.05.2023","2.996,11","3.005,48","3.008,11","2.996,11","","-0,31%"
"23.05.2023","3.005,48","3.000,79","3.006,39","3.000,79","","0,16%"
"22.05.2023","3.000,79","2.998,16","3.002,98","2.997,90","","0,09%"
"19.05.2023","2.998,16","2.992,68","2.999,68","2.992,68","","0,18%"
"18.05.2023","2.992,68","2.990,03","2.997,19","2.989,79","","0,09%"
"17.05.2023","2.990,02","2.978,46","2.991,42","2.978,46","","0,39%"
"16.05.2023","2.978,45","2.967,44","2.982,49","2.967,44","","0,37%"
"15.05.2023","2.967,44","2.944,59","2.969,54","2.944,59","","0,78%"
"12.05.2023","2.944,57","2.928,47","2.945,12","2.928,47","","0,55%"
"11.05.2023","2.928,48","2.915,00","2.929,38","2.915,00","","0,46%"
"10.05.2023","2.915,00","2.910,37","2.916,82","2.910,34","","0,16%"
"09.05.2023","2.910,39","2.898,59","2.910,84","2.898,59","","0,41%"
"08.05.2023","2.898,59","2.886,42","2.899,11","2.886,42","","0,42%"
"05.05.2023","2.886,42","2.875,33","2.887,46","2.875,33","","0,39%"
"04.05.2023","2.875,33","2.863,91","2.875,33","2.863,79","","0,40%"
"03.05.2023","2.863,90","2.859,62","2.867,52","2.859,62","","0,15%"
"02.05.2023","2.859,63","2.858,23","2.869,21","2.856,16","","0,05%"
"28.04.2023","2.858,23","2.827,28","2.858,23","2.827,28","","1,10%"
"27.04.2023","2.827,24","2.817,19","2.828,81","2.817,19","","0,36%"
"26.04.2023","2.817,21","2.814,98","2.821,06","2.814,68","","0,08%"
"25.04.2023","2.814,98","2.816,23","2.819,85","2.812,07","","-0,04%"
"24.04.2023","2.816,23","2.813,94","2.818,48","2.810,82","","0,08%"
"20.04.2023","2.813,94","2.809,01","2.814,26","2.809,01","","0,18%"
"19.04.2023","2.809,01","2.809,31","2.813,55","2.807,71","","-0,01%"
"18.04.2023","2.809,34","2.797,18","2.809,34","2.797,18","","0,43%"
"17.04.2023","2.797,18","2.781,47","2.798,23","2.781,47","","0,56%"
"14.04.2023","2.781,47","2.769,70","2.781,81","2.769,70","","0,42%"
"13.04.2023","2.769,70","2.770,02","2.775,66","2.767,11","","-0,01%"
"12.04.2023","2.769,99","2.765,29","2.771,89","2.760,94","","0,17%"
"11.04.2023","2.765,29","2.760,71","2.766,24","2.759,24","","0,17%"
"10.04.2023","2.760,71","2.760,38","2.764,42","2.757,20","","0,01%"
"06.04.2023","2.760,38","2.760,29","2.765,35","2.757,51","","0,00%"
"05.04.2023","2.760,26","2.761,00","2.767,97","2.759,26","","-0,03%"
"04.04.2023","2.761,00","2.753,10","2.764,35","2.753,10","","0,29%"
"03.04.2023","2.753,11","2.760,94","2.772,58","2.751,42","","-0,28%"
"31.03.2023","2.760,96","2.736,12","2.760,96","2.736,12","","0,91%"
"30.03.2023","2.736,12","2.744,37","2.752,25","2.732,35","","-0,30%"
"29.03.2023","2.744,39","2.763,75","2.766,62","2.741,98","","-0,70%"
"28.03.2023","2.763,77","2.767,26","2.770,22","2.762,60","","-0,13%"
"27.03.2023","2.767,27","2.770,26","2.771,52","2.765,09","","-0,11%"
"24.03.2023","2.770,26","2.760,63","2.770,97","2.760,63","","0,35%"
"23.03.2023","2.760,67","2.768,44","2.770,88","2.757,06","","-0,28%"
"22.03.2023","2.768,43","2.769,48","2.773,41","2.765,80","","-0,04%"
"21.03.2023","2.769,48","2.768,21","2.775,89","2.767,25","","0,05%"
"20.03.2023","2.768,22","2.776,06","2.782,98","2.767,37","","-0,28%"
"17.03.2023","2.776,03","2.777,15","2.783,22","2.775,24","","-0,04%"
"16.03.2023","2.777,15","2.778,07","2.785,38","2.771,19","","-0,03%"
"15.03.2023","2.778,06","2.774,84","2.781,93","2.774,84","","0,12%"
"14.03.2023","2.774,85","2.772,75","2.777,76","2.771,28","","0,08%"
"13.03.2023","2.772,75","2.788,51","2.791,63","2.770,77","","-0,57%"
"10.03.2023","2.788,51","2.791,80","2.798,19","2.785,30","","-0,12%"
"09.03.2023","2.791,81","2.798,40","2.804,03","2.791,18","","-0,24%"
"08.03.2023","2.798,40","2.809,09","2.813,10","2.798,40","","-0,38%"
"07.03.2023","2.809,10","2.811,73","2.816,56","2.807,15","","-0,09%"
"06.03.2023","2.811,73","2.821,35","2.824,56","2.811,60","","-0,34%"
"03.03.2023","2.821,35","2.810,98","2.821,59","2.810,98","","0,37%"
"02.03.2023","2.810,98","2.808,70","2.819,52","2.808,70","","0,08%"
"01.03.2023","2.808,70","2.808,40","2.819,23","2.806,14","","0,01%"
"28.02.2023","2.808,39","2.808,07","2.827,70","2.804,03","","0,01%"
"27.02.2023","2.808,07","2.803,10","2.809,03","2.802,62","","0,18%"
"24.02.2023","2.803,11","2.793,51","2.806,06","2.793,51","","0,34%"
"23.02.2023","2.793,49","2.797,89","2.804,16","2.792,75","","-0,16%"
"22.02.2023","2.797,85","2.797,39","2.799,49","2.795,70","","0,02%"
"17.02.2023","2.797,40","2.780,72","2.797,40","2.780,72","","0,60%"
"16.02.2023","2.780,71","2.782,92","2.786,15","2.780,45","","-0,08%"
"15.02.2023","2.782,91","2.778,70","2.785,96","2.777,56","","0,15%"
"14.02.2023","2.778,70","2.774,40","2.783,99","2.774,40","","0,15%"
"13.02.2023","2.774,40","2.785,52","2.789,63","2.774,40","","-0,40%"
"10.02.2023","2.785,52","2.791,44","2.794,83","2.783,77","","-0,21%"
"09.02.2023","2.791,44","2.798,30","2.800,93","2.791,44","","-0,25%"
"08.02.2023","2.798,31","2.804,82","2.808,41","2.797,51","","-0,23%"
"07.02.2023","2.804,81","2.811,11","2.815,24","2.803,49","","-0,22%"
"06.02.2023","2.811,12","2.815,69","2.820,40","2.809,15","","-0,16%"
"03.02.2023","2.815,69","2.814,15","2.820,59","2.813,30","","0,05%"
"02.02.2023","2.814,15","2.807,00","2.817,12","2.807,00","","0,25%"
"01.02.2023","2.807,02","2.821,14","2.829,40","2.805,37","","-0,50%"
"31.01.2023","2.821,14","2.807,89","2.824,20","2.807,89","","0,47%"
"30.01.2023","2.807,88","2.809,46","2.816,08","2.807,57","","-0,06%"
"27.01.2023","2.809,46","2.809,44","2.814,78","2.807,57","","0,00%"
"26.01.2023","2.809,44","2.816,54","2.819,82","2.809,05","","-0,25%"
"25.01.2023","2.816,54","2.811,90","2.817,59","2.811,85","","0,17%"
"24.01.2023","2.811,90","2.815,85","2.820,27","2.810,48","","-0,14%"
"23.01.2023","2.815,86","2.826,67","2.831,51","2.813,42","","-0,38%"
"20.01.2023","2.826,67","2.824,92","2.833,83","2.823,67","","0,06%"
"19.01.2023","2.824,92","2.838,73","2.845,27","2.823,72","","-0,49%"
"18.01.2023","2.838,73","2.838,06","2.846,55","2.836,17","","0,02%"
"17.01.2023","2.838,03","2.840,79","2.849,17","2.835,82","","-0,10%"
"16.01.2023","2.840,79","2.838,76","2.844,22","2.837,10","","0,07%"
"13.01.2023","2.838,74","2.833,33","2.845,76","2.833,33","","0,19%"
"12.01.2023","2.833,33","2.839,06","2.843,28","2.832,08","","-0,20%"
"11.01.2023","2.839,07","2.845,39","2.848,94","2.838,59","","-0,22%"
"10.01.2023","2.845,39","2.845,36","2.850,99","2.842,49","","0,00%"
"09.01.2023","2.845,35","2.850,98","2.852,42","2.840,30","","-0,20%"
"06.01.2023","2.850,98","2.855,85","2.861,57","2.846,19","","-0,17%"
"05.01.2023","2.855,86","2.846,95","2.858,35","2.846,25","","0,31%"
"04.01.2023","2.846,90","2.855,22","2.861,18","2.841,25","","-0,29%"
"03.01.2023","2.855,21","2.861,29","2.869,17","2.853,10","","-0,21%"
"02.01.2023","2.861,10","2.867,12","2.870,77","2.849,36","","-0,21%"
"29.12.2022","2.867,13","2.850,51","2.867,13","2.850,45","","0,58%"
"28.12.2022","2.850,52","2.834,46","2.850,52","2.834,46","","0,57%"
"27.12.2022","2.834,46","2.826,99","2.837,41","2.826,99","","0,26%"
"26.12.2022","2.826,99","2.820,03","2.833,29","2.820,03","","0,25%"
"23.12.2022","2.820,03","2.801,14","2.820,58","2.801,14","","0,67%"
"22.12.2022","2.801,14","2.799,72","2.810,78","2.798,48","","0,05%"
"21.12.2022","2.799,72","2.779,54","2.803,34","2.779,54","","0,73%"
"20.12.2022","2.779,54","2.762,31","2.781,24","2.762,29","","0,62%"
"19.12.2022","2.762,37","2.780,48","2.786,54","2.759,79","","-0,65%"
"16.12.2022","2.780,48","2.785,82","2.798,06","2.780,48","","-0,20%"
"15.12.2022","2.786,08","2.801,87","2.809,26","2.784,46","","-0,56%"
"14.12.2022","2.801,87","2.827,17","2.835,31","2.800,76","","-0,89%"
"13.12.2022","2.827,17","2.846,78","2.856,20","2.827,13","","-0,69%"
