Date,Close
,BGIP4.SA
2015-11-23,5.965851783752441
2015-11-24,5.727622985839844
2015-11-25,5.828997611999512
2015-11-26,5.828997611999512
2015-11-27,5.828997611999512
2015-11-30,5.965851783752441
2015-12-01,5.965851783752441
2015-12-02,5.965851783752441
2015-12-03,5.965851783752441
2015-12-04,6.067225933074951
2015-12-07,6.031744480133057
2015-12-08,5.828997611999512
2015-12-09,5.803653240203857
2015-12-10,5.803653240203857
2015-12-11,5.803653240203857
2015-12-14,5.925301551818848
2015-12-15,5.925301551818848
2015-12-16,5.798584938049316
2015-12-17,5.798584938049316
2015-12-18,5.798584938049316
2015-12-21,5.798584938049316
2015-12-22,5.42857027053833
2015-12-23,5.42857027053833
2015-12-28,5.423501014709473
2015-12-29,5.423501014709473
2015-12-30,5.671866416931152
2016-01-04,5.671866416931152
2016-01-05,5.671866416931152
2016-01-06,5.671866416931152
2016-01-07,5.671866416931152
2016-01-08,5.524874210357666
2016-01-11,5.124447345733643
2016-01-12,4.967319011688232
2016-01-13,5.220754623413086
2016-01-14,5.246096611022949
2016-01-15,4.921699523925781
2016-01-18,4.921699523925781
2016-01-19,4.921699523925781
2016-01-20,4.921699523925781
2016-01-21,4.921699523925781
2016-01-22,5.6161112785339355
2016-01-26,5.6161112785339355
2016-01-27,5.6161112785339355
2016-01-28,5.6161112785339355
2016-01-29,5.6161112785339355
2016-02-01,5.068693161010742
2016-02-02,4.916631698608398
2016-02-03,5.068693161010742
2016-02-04,5.317058563232422
2016-02-05,5.317058563232422
2016-02-10,4.93183708190918
2016-02-11,4.93183708190918
2016-02-12,4.93183708190918
2016-02-15,5.068693161010742
2016-02-16,5.986126899719238
2016-02-17,5.322127819061279
2016-02-18,5.322127819061279
2016-02-19,5.322127819061279
2016-02-22,5.322127819061279
2016-02-23,5.322127819061279
2016-02-24,5.565425395965576
2016-02-25,5.474188327789307
2016-02-26,5.474188327789307
2016-02-29,6.285179138183594
2016-03-01,6.467653751373291
2016-03-02,6.624781608581543
2016-03-03,6.842735767364502
2016-03-04,6.9947943687438965
2016-03-07,6.736291885375977
2016-03-08,6.589301586151123
2016-03-09,6.538613796234131
2016-03-10,6.538613796234131
2016-03-11,6.589301586151123
2016-03-14,6.4879279136657715
2016-03-15,6.234492301940918
2016-03-16,6.234492301940918
2016-03-17,6.482859134674072
2016-03-18,6.305455207824707
2016-03-21,6.305455207824707
2016-03-22,6.386553764343262
2016-03-23,6.4879279136657715
2016-03-24,6.4879279136657715
2016-03-28,6.538613796234131
2016-03-29,5.925301551818848
2016-03-30,5.727622985839844
2016-03-31,5.778310298919678
2016-04-01,5.778310298919678
2016-04-04,5.6110429763793945
2016-04-05,5.078829765319824
2016-04-06,5.317058563232422
2016-04-07,5.448844909667969
2016-04-08,5.296784400939941
2016-04-11,5.230891227722168
2016-04-12,5.418431758880615
2016-04-13,5.443775177001953
2016-04-14,5.443775177001953
2016-04-15,5.575562477111816
2016-04-18,5.874614715576172
2016-04-19,5.874614715576172
2016-04-20,5.575562477111816
2016-04-22,5.575562477111816
2016-04-25,5.818858623504639
2016-04-26,5.803653240203857
2016-04-27,5.803653240203857
2016-04-28,5.651592254638672
2016-04-29,5.651592254638672
2016-05-02,5.585699558258057
2016-05-03,5.42857027053833
2016-05-04,5.42857027053833
2016-05-05,5.322127819061279
2016-05-06,5.322127819061279
2016-05-09,5.246096611022949
2016-05-10,5.246096611022949
2016-05-11,5.235960006713867
2016-05-12,5.281577110290527
2016-05-13,5.717483997344971
2016-05-16,5.687073230743408
2016-05-17,5.687073230743408
2016-05-18,5.717483997344971
2016-05-19,5.626247882843018
2016-05-20,5.575562477111816
2016-05-23,5.575562477111816
2016-05-24,5.676934719085693
2016-05-25,5.4995317459106445
2016-05-27,5.4995317459106445
2016-05-30,5.4792561531066895
2016-05-31,5.7225542068481445
2016-06-01,5.7225542068481445
2016-06-02,5.575562477111816
2016-06-03,5.575562477111816
2016-06-06,5.575562477111816
2016-06-07,5.575562477111816
2016-06-08,5.7225542068481445
2016-06-09,5.7225542068481445
2016-06-10,5.7225542068481445
2016-06-13,5.7225542068481445
2016-06-14,5.651592254638672
2016-06-15,5.651592254638672
2016-06-16,5.651592254638672
2016-06-17,5.651592254638672
2016-06-20,5.651592254638672
2016-06-21,5.7022786140441895
2016-06-22,5.7022786140441895
2016-06-23,5.7022786140441895
2016-06-24,5.7022786140441895
2016-06-27,5.7022786140441895
2016-06-28,5.550218105316162
2016-06-29,5.778310298919678
2016-06-30,5.7225542068481445
2016-07-01,5.580631256103516
2016-07-04,5.778310298919678
2016-07-05,5.818858623504639
2016-07-06,5.823928356170654
2016-07-07,5.823928356170654
2016-07-08,5.828997611999512
2016-07-11,5.575562477111816
2016-07-12,5.752965927124023
2016-07-13,5.828997611999512
2016-07-14,5.844201564788818
2016-07-15,6.361208915710449
2016-07-18,6.574093818664551
2016-07-19,6.4879279136657715
2016-07-20,6.589301586151123
2016-07-21,6.6146440505981445
2016-07-22,6.589301586151123
2016-07-25,6.589301586151123
2016-07-26,6.589301586151123
2016-07-27,6.741362571716309
2016-07-28,6.741362571716309
2016-07-29,6.690675258636475
2016-08-01,6.726156711578369
2016-08-02,6.716017723083496
2016-08-03,6.9441094398498535
2016-08-04,6.9441094398498535
2016-08-05,6.8934221267700195
2016-08-08,6.842735767364502
2016-08-09,6.766704082489014
2016-08-10,6.8934221267700195
2016-08-11,6.888354301452637
2016-08-12,7.4509782791137695
2016-08-15,7.23809289932251
2016-08-16,7.851404190063477
2016-08-17,7.2989182472229
2016-08-18,7.2989182472229
2016-08-19,7.2989182472229
2016-08-22,6.847803592681885
2016-08-23,7.096170902252197
2016-08-24,7.146856784820557
2016-08-25,7.146856784820557
2016-08-26,7.146856784820557
2016-08-29,7.146856784820557
2016-08-30,7.096170902252197
2016-08-31,7.146856784820557
2016-09-01,7.110633850097656
2016-09-02,7.110633850097656
2016-09-05,7.115790843963623
2016-09-06,6.961101531982422
2016-09-08,6.806410789489746
2016-09-09,6.729063034057617
2016-09-12,6.75484561920166
2016-09-13,6.677500247955322
2016-09-14,6.75484561920166
2016-09-15,6.703282833099365
2016-09-16,6.703282833099365
2016-09-19,7.06422758102417
2016-09-20,7.213763236999512
2016-09-21,7.208607196807861
2016-09-22,7.213763236999512
2016-09-23,7.208607196807861
2016-09-26,7.2034502029418945
2016-09-27,7.1982927322387695
2016-09-28,7.21891975402832
2016-09-29,7.167354583740234
2016-09-30,7.115790843963623
2016-10-03,7.126105308532715
2016-10-04,7.022977352142334
2016-10-05,7.06422758102417
2016-10-06,7.06422758102417
2016-10-07,7.167354583740234
2016-10-10,7.21891975402832
2016-10-11,7.193135738372803
2016-10-13,7.322047233581543
2016-10-14,7.322047233581543
2016-10-17,7.193135738372803
2016-10-18,7.193135738372803
2016-10-19,7.193135738372803
2016-10-20,7.193135738372803
2016-10-21,7.1982927322387695
2016-10-24,7.296266555786133
2016-10-25,7.21891975402832
2016-10-26,7.244702339172363
2016-10-27,7.2498579025268555
2016-10-28,7.2498579025268555
2016-10-31,7.270483016967773
2016-11-01,7.322047233581543
2016-11-03,7.322047233581543
2016-11-04,7.21891975402832
2016-11-07,7.296266555786133
2016-11-08,7.316889762878418
2016-11-09,7.090010166168213
2016-11-10,7.347830295562744
2016-11-11,7.21891975402832
2016-11-14,7.21891975402832
2016-11-16,7.533459186553955
2016-11-17,7.631427764892578
2016-11-18,7.631427764892578
2016-11-21,7.517988204956055
2016-11-22,7.517988204956055
2016-11-23,7.512833118438721
2016-11-24,7.476737976074219
2016-11-25,7.476737976074219
2016-11-28,7.523144245147705
2016-11-29,7.600492000579834
2016-11-30,7.5283026695251465
2016-12-01,7.523144245147705
2016-12-02,7.523144245147705
2016-12-05,7.466423511505127
2016-12-06,7.631427764892578
2016-12-07,7.657209873199463
2016-12-08,7.729399681091309
2016-12-09,7.682992458343506
2016-12-12,7.631427764892578
2016-12-13,7.615960597991943
2016-12-14,7.5283026695251465
2016-12-15,7.58502197265625
2016-12-16,7.734556674957275
2016-12-19,7.533459186553955
2016-12-20,7.5025200843811035
2016-12-21,7.476737976074219
2016-12-22,7.5283026695251465
2016-12-23,7.5283026695251465
2016-12-26,7.37360954284668
2016-12-27,7.517988204956055
2016-12-28,7.554081439971924
2016-12-29,7.554081439971924
2017-01-02,7.37360954284668
2017-01-03,7.657209873199463
2017-01-04,7.657209873199463
2017-01-05,7.533459186553955
2017-01-06,7.533459186553955
2017-01-09,7.481894016265869
2017-01-10,7.5283026695251465
2017-01-11,7.5283026695251465
2017-01-12,8.245035171508789
2017-01-13,8.508011817932129
2017-01-16,8.487386703491211
2017-01-17,8.50285530090332
2017-01-18,8.621452331542969
2017-01-19,8.611141204833984
2017-01-20,8.482230186462402
2017-01-23,8.477072715759277
2017-01-24,8.508011817932129
2017-01-26,8.765832901000977
2017-01-27,8.894740104675293
2017-01-30,8.765832901000977
2017-01-31,8.997867584228516
2017-02-01,8.760675430297852
2017-02-02,8.765832901000977
2017-02-03,8.765832901000977
2017-02-06,8.729736328125
2017-02-07,8.838020324707031
2017-02-08,9.023648262023926
2017-02-09,9.023648262023926
2017-02-10,9.384594917297363
2017-02-13,9.389752388000488
2017-02-14,10.823220252990723
2017-02-15,9.745540618896484
2017-02-16,9.590850830078125
2017-02-17,9.797103881835938
2017-02-20,10.111644744873047
2017-02-21,11.756525993347168
2017-02-22,12.375288963317871
2017-02-23,12.635958671569824
2017-02-24,12.301338195800781
2017-03-01,12.529730796813965
2017-03-02,12.55097484588623
2017-03-03,12.535040855407715
2017-03-06,12.269466400146484
2017-03-07,12.444744110107422
2017-03-08,12.05700969696045
2017-03-09,11.366521835327148
2017-03-10,11.663962364196777
2017-03-13,11.424944877624512
2017-03-14,11.632096290588379
2017-03-15,11.685209274291992
2017-03-16,11.552420616149902
2017-03-17,11.685209274291992
2017-03-20,11.685209274291992
2017-03-21,11.685209274291992
2017-03-22,11.924221992492676
2017-03-23,12.269466400146484
2017-03-24,12.110121726989746
2017-03-27,12.110121726989746
2017-03-28,12.216353416442871
2017-03-29,12.216353416442871
